ID,Name,dept,date,time_slot
1,Applicant_1,Dept_3,2024-09-20,12:00-14:00
1,Applicant_1,Dept_3,2024-09-25,17:00-18:00
1,Applicant_1,Dept_2,2024-09-20,12:00-14:00
2,Applicant_2,Dept_4,2024-09-20,17:00-19:00
3,Applicant_3,Dept_3,2024-09-24,15:00-16:00
3,Applicant_3,Dept_3,2024-09-23,09:00-11:00
4,Applicant_4,Dept_4,2024-09-25,14:00-16:00
4,Applicant_4,Dept_1,2024-09-23,15:00-16:00
5,Applicant_5,Dept_1,2024-09-26,12:00-14:00
5,Applicant_5,Dept_2,2024-09-22,10:00-12:00
6,Applicant_6,Dept_3,2024-09-24,13:00-14:00
6,Applicant_6,Dept_3,2024-09-26,18:00-19:00
6,Applicant_6,Dept_3,2024-09-26,15:00-16:00
7,Applicant_7,Dept_3,2024-09-19,09:00-10:00
7,Applicant_7,Dept_3,2024-09-21,11:00-13:00
7,Applicant_7,Dept_1,2024-09-23,18:00-19:00
7,Applicant_7,Dept_3,2024-09-19,17:00-19:00
7,Applicant_7,Dept_3,2024-09-19,16:00-17:00
8,Applicant_8,Dept_3,2024-09-22,09:00-11:00
8,Applicant_8,Dept_4,2024-09-25,17:00-19:00
8,Applicant_8,Dept_3,2024-09-25,09:00-10:00
8,Applicant_8,Dept_3,2024-09-23,11:00-13:00
9,Applicant_9,Dept_4,2024-09-24,18:00-20:00
9,Applicant_9,Dept_1,2024-09-26,14:00-16:00
9,Applicant_9,Dept_1,2024-09-25,18:00-20:00
10,Applicant_10,Dept_3,2024-09-22,14:00-16:00
10,Applicant_10,Dept_1,2024-09-23,15:00-17:00
10,Applicant_10,Dept_1,2024-09-22,10:00-11:00
10,Applicant_10,Dept_1,2024-09-21,15:00-16:00
11,Applicant_11,Dept_2,2024-09-22,14:00-16:00
11,Applicant_11,Dept_2,2024-09-22,18:00-19:00
12,Applicant_12,Dept_1,2024-09-19,18:00-19:00
12,Applicant_12,Dept_3,2024-09-20,18:00-19:00
12,Applicant_12,Dept_3,2024-09-20,15:00-16:00
12,Applicant_12,Dept_3,2024-09-25,15:00-17:00
13,Applicant_13,Dept_4,2024-09-24,17:00-19:00
13,Applicant_13,Dept_1,2024-09-20,19:00-20:00
13,Applicant_13,Dept_4,2024-09-23,11:00-12:00
13,Applicant_13,Dept_1,2024-09-21,13:00-14:00
13,Applicant_13,Dept_1,2024-09-24,16:00-18:00
14,Applicant_14,Dept_3,2024-09-22,19:00-20:00
14,Applicant_14,Dept_3,2024-09-23,16:00-17:00
14,Applicant_14,Dept_3,2024-09-20,09:00-11:00
14,Applicant_14,Dept_3,2024-09-25,11:00-12:00
15,Applicant_15,Dept_4,2024-09-26,15:00-17:00
15,Applicant_15,Dept_3,2024-09-24,12:00-14:00
15,Applicant_15,Dept_3,2024-09-19,14:00-15:00
16,Applicant_16,Dept_3,2024-09-22,19:00-20:00
16,Applicant_16,Dept_3,2024-09-26,14:00-16:00
16,Applicant_16,Dept_4,2024-09-22,10:00-11:00
17,Applicant_17,Dept_3,2024-09-24,19:00-21:00
17,Applicant_17,Dept_2,2024-09-21,12:00-14:00
17,Applicant_17,Dept_3,2024-09-25,19:00-21:00
18,Applicant_18,Dept_4,2024-09-20,18:00-19:00
18,Applicant_18,Dept_4,2024-09-20,18:00-20:00
18,Applicant_18,Dept_4,2024-09-25,19:00-21:00
18,Applicant_18,Dept_2,2024-09-22,18:00-19:00
18,Applicant_18,Dept_2,2024-09-25,13:00-15:00
19,Applicant_19,Dept_1,2024-09-24,15:00-16:00
19,Applicant_19,Dept_1,2024-09-25,14:00-16:00
19,Applicant_19,Dept_1,2024-09-23,11:00-12:00
19,Applicant_19,Dept_2,2024-09-23,15:00-17:00
19,Applicant_19,Dept_1,2024-09-19,17:00-18:00
20,Applicant_20,Dept_4,2024-09-22,17:00-18:00
20,Applicant_20,Dept_4,2024-09-24,16:00-17:00
20,Applicant_20,Dept_4,2024-09-24,09:00-10:00
20,Applicant_20,Dept_1,2024-09-24,19:00-21:00
