Applicant_ID,Name,Department,Date_K,Start_Time,End_Time,Duration_Minutes
16,Applicant_16,Dept_3,1,10:45,11:00,15
19,Applicant_19,Dept_3,1,12:30,12:45,15
14,Applicant_14,Dept_4,1,13:30,13:45,15
9,Applicant_9,Dept_4,1,14:00,14:15,15
33,Applicant_33,Dept_3,1,14:15,14:30,15
31,Applicant_31,Dept_2,1,14:45,15:00,15
45,Applicant_45,Dept_4,1,20:30,20:45,15
5,Applicant_5,Dept_2,1,20:45,21:00,15
45,Applicant_45,Dept_1,2,11:00,11:15,15
36,Applicant_36,Dept_1,2,11:45,12:00,15
1,Applicant_1,Dept_3,2,12:15,12:30,15
12,Applicant_12,Dept_3,2,15:30,15:45,15
8,Applicant_8,Dept_3,2,16:00,16:15,15
47,Applicant_47,Dept_3,2,16:15,16:30,15
6,Applicant_6,Dept_1,2,16:30,16:45,15
29,Applicant_29,Dept_1,2,16:45,17:00,15
41,Applicant_41,Dept_1,2,17:15,17:30,15
2,Applicant_2,Dept_1,2,17:45,18:00,15
4,Applicant_4,Dept_1,2,18:00,18:15,15
35,Applicant_35,Dept_3,3,09:15,09:30,15
17,Applicant_17,Dept_2,3,11:30,11:45,15
49,Applicant_49,Dept_2,3,19:00,19:15,15
15,Applicant_15,Dept_3,3,19:15,19:30,15
24,Applicant_24,Dept_4,3,19:30,19:45,15
21,Applicant_21,Dept_4,3,20:00,20:15,15
7,Applicant_7,Dept_1,4,09:45,10:00,15
34,Applicant_34,Dept_2,4,10:30,10:45,15
30,Applicant_30,Dept_4,4,13:45,14:00,15
11,Applicant_11,Dept_4,4,14:30,14:45,15
43,Applicant_43,Dept_2,4,15:15,15:30,15
20,Applicant_20,Dept_3,4,18:15,18:30,15
48,Applicant_48,Dept_3,4,19:45,20:00,15
41,Applicant_41,Dept_3,4,20:15,20:30,15
46,Applicant_46,Dept_3,5,11:15,11:30,15
22,Applicant_22,Dept_4,5,12:00,12:15,15
10,Applicant_10,Dept_1,5,17:00,17:15,15
44,Applicant_44,Dept_1,5,18:30,18:45,15
5,Applicant_5,Dept_3,6,10:00,10:15,15
42,Applicant_42,Dept_2,6,17:30,17:45,15
18,Applicant_18,Dept_4,7,09:30,09:45,15
13,Applicant_13,Dept_1,7,10:15,10:30,15
32,Applicant_32,Dept_1,7,15:45,16:00,15
27,Applicant_27,Dept_1,8,09:00,09:15,15
38,Applicant_38,Dept_4,8,12:45,13:00,15
25,Applicant_25,Dept_1,8,13:00,13:15,15
26,Applicant_26,Dept_3,8,13:15,13:30,15
3,Applicant_3,Dept_1,8,15:00,15:15,15
50,Applicant_50,Dept_3,8,18:45,19:00,15
