Applicant_ID,Name,Department,Date_K,Start_Time,End_Time,Duration_Minutes
7,Applicant_7,Dept_3,1,09:00,09:15,15
15,Applicant_15,Dept_3,1,14:00,14:15,15
12,Applicant_12,Dept_1,1,18:00,18:15,15
14,Applicant_14,Dept_3,2,09:00,09:15,15
1,Applicant_1,Dept_2,2,12:00,12:15,15
1,Applicant_1,Dept_3,2,12:15,12:30,15
12,Applicant_12,Dept_3,2,15:00,15:15,15
2,Applicant_2,Dept_4,2,17:00,17:15,15
18,Applicant_18,Dept_4,2,18:00,18:15,15
13,Applicant_13,Dept_1,2,19:00,19:15,15
17,Applicant_17,Dept_2,3,12:00,12:15,15
10,Applicant_10,Dept_1,4,10:00,10:15,15
5,Applicant_5,Dept_2,4,10:00,10:15,15
16,Applicant_16,Dept_4,4,10:00,10:15,15
11,Applicant_11,Dept_2,4,14:00,14:15,15
10,Applicant_10,Dept_3,4,14:00,14:15,15
18,Applicant_18,Dept_2,4,18:00,18:15,15
16,Applicant_16,Dept_3,4,19:00,19:15,15
3,Applicant_3,Dept_3,5,09:00,09:15,15
19,Applicant_19,Dept_1,5,11:00,11:15,15
13,Applicant_13,Dept_4,5,11:00,11:15,15
4,Applicant_4,Dept_1,5,15:00,15:15,15
19,Applicant_19,Dept_2,5,15:00,15:15,15
7,Applicant_7,Dept_1,5,18:00,18:15,15
20,Applicant_20,Dept_4,6,09:00,09:15,15
6,Applicant_6,Dept_3,6,13:00,13:15,15
9,Applicant_9,Dept_4,6,18:00,18:15,15
20,Applicant_20,Dept_1,6,19:00,19:15,15
17,Applicant_17,Dept_3,6,19:00,19:15,15
8,Applicant_8,Dept_3,7,09:00,09:15,15
4,Applicant_4,Dept_4,7,14:00,14:15,15
8,Applicant_8,Dept_4,7,17:00,17:15,15
9,Applicant_9,Dept_1,7,18:00,18:15,15
5,Applicant_5,Dept_1,8,12:00,12:15,15
15,Applicant_15,Dept_4,8,15:00,15:15,15
