Applicant_ID,Name,Department,Date_K,Start_Time,End_Time,Duration_Minutes
2,Applicant_2,Dept_2,1,09:00,09:15,15
17,Applicant_17,Dept_3,1,09:00,09:15,15
37,Applicant_37,Dept_3,1,10:00,10:15,15
24,Applicant_24,Dept_5,1,11:00,11:15,15
17,Applicant_17,Dept_7,1,11:00,11:15,15
42,Applicant_42,Dept_7,1,11:15,11:30,15
5,Applicant_5,Dept_2,1,13:00,13:15,15
10,Applicant_10,Dept_4,1,13:00,13:15,15
33,Applicant_33,Dept_8,1,13:00,13:15,15
8,Applicant_8,Dept_2,1,13:15,13:30,15
5,Applicant_5,Dept_3,1,13:15,13:30,15
38,Applicant_38,Dept_1,1,14:00,14:15,15
45,Applicant_45,Dept_4,1,15:00,15:15,15
31,Applicant_31,Dept_7,1,15:00,15:15,15
24,Applicant_24,Dept_1,1,16:00,16:15,15
11,Applicant_11,Dept_2,1,16:00,16:15,15
48,Applicant_48,Dept_3,1,16:00,16:15,15
39,Applicant_39,Dept_1,1,16:15,16:30,15
19,Applicant_19,Dept_3,1,16:15,16:30,15
22,Applicant_22,Dept_8,1,17:00,17:15,15
15,Applicant_15,Dept_6,1,18:00,18:15,15
41,Applicant_41,Dept_8,1,19:00,19:15,15
29,Applicant_29,Dept_4,2,09:00,09:15,15
46,Applicant_46,Dept_6,2,09:00,09:15,15
18,Applicant_18,Dept_4,2,11:00,11:15,15
44,Applicant_44,Dept_2,2,12:00,12:15,15
6,Applicant_6,Dept_4,2,14:00,14:15,15
6,Applicant_6,Dept_5,2,14:15,14:30,15
40,Applicant_40,Dept_1,2,15:00,15:15,15
34,Applicant_34,Dept_2,2,16:00,16:15,15
21,Applicant_21,Dept_3,2,16:00,16:15,15
13,Applicant_13,Dept_4,2,16:00,16:15,15
30,Applicant_30,Dept_4,2,16:15,16:30,15
34,Applicant_34,Dept_4,2,17:00,17:15,15
23,Applicant_23,Dept_6,2,18:00,18:15,15
18,Applicant_18,Dept_6,3,10:00,10:15,15
27,Applicant_27,Dept_8,3,10:00,10:15,15
9,Applicant_9,Dept_1,3,12:00,12:15,15
32,Applicant_32,Dept_8,3,12:00,12:15,15
47,Applicant_47,Dept_2,3,13:00,13:15,15
7,Applicant_7,Dept_5,3,13:00,13:15,15
44,Applicant_44,Dept_4,3,14:00,14:15,15
33,Applicant_33,Dept_2,3,15:00,15:15,15
4,Applicant_4,Dept_5,3,15:00,15:15,15
20,Applicant_20,Dept_8,3,15:00,15:15,15
40,Applicant_40,Dept_2,3,16:00,16:15,15
30,Applicant_30,Dept_8,3,16:00,16:15,15
20,Applicant_20,Dept_3,3,17:00,17:15,15
37,Applicant_37,Dept_4,3,17:00,17:15,15
3,Applicant_3,Dept_6,3,17:00,17:15,15
39,Applicant_39,Dept_4,3,17:15,17:30,15
22,Applicant_22,Dept_4,3,18:00,18:15,15
26,Applicant_26,Dept_8,3,18:00,18:15,15
15,Applicant_15,Dept_1,4,09:00,09:15,15
47,Applicant_47,Dept_3,4,09:00,09:15,15
38,Applicant_38,Dept_6,4,09:00,09:15,15
9,Applicant_9,Dept_7,4,09:00,09:15,15
32,Applicant_32,Dept_1,4,10:00,10:15,15
23,Applicant_23,Dept_5,4,10:00,10:15,15
7,Applicant_7,Dept_7,4,11:00,11:15,15
30,Applicant_30,Dept_2,4,12:00,12:15,15
25,Applicant_25,Dept_8,4,15:00,15:15,15
21,Applicant_21,Dept_2,4,16:00,16:15,15
38,Applicant_38,Dept_7,4,16:00,16:15,15
1,Applicant_1,Dept_1,4,17:00,17:15,15
13,Applicant_13,Dept_6,4,17:00,17:15,15
47,Applicant_47,Dept_8,4,18:00,18:15,15
45,Applicant_45,Dept_2,4,19:00,19:15,15
18,Applicant_18,Dept_5,4,19:00,19:15,15
12,Applicant_12,Dept_2,4,19:15,19:30,15
3,Applicant_3,Dept_2,5,10:00,10:15,15
40,Applicant_40,Dept_7,5,10:00,10:15,15
48,Applicant_48,Dept_6,5,11:00,11:15,15
2,Applicant_2,Dept_8,5,11:00,11:15,15
42,Applicant_42,Dept_1,5,12:00,12:15,15
50,Applicant_50,Dept_4,5,12:00,12:15,15
3,Applicant_3,Dept_7,5,12:00,12:15,15
35,Applicant_35,Dept_4,5,14:00,14:15,15
31,Applicant_31,Dept_5,5,14:00,14:15,15
41,Applicant_41,Dept_4,5,15:00,15:15,15
16,Applicant_16,Dept_8,5,15:00,15:15,15
41,Applicant_41,Dept_3,5,15:15,15:30,15
29,Applicant_29,Dept_5,5,16:00,16:15,15
35,Applicant_35,Dept_6,5,16:00,16:15,15
31,Applicant_31,Dept_3,5,17:00,17:15,15
46,Applicant_46,Dept_4,6,09:00,09:15,15
22,Applicant_22,Dept_6,6,09:00,09:15,15
43,Applicant_43,Dept_8,6,09:00,09:15,15
19,Applicant_19,Dept_7,6,11:00,11:15,15
14,Applicant_14,Dept_1,6,13:00,13:15,15
7,Applicant_7,Dept_6,6,14:00,14:15,15
14,Applicant_14,Dept_8,6,14:00,14:15,15
20,Applicant_20,Dept_6,6,15:00,15:15,15
23,Applicant_23,Dept_8,6,15:00,15:15,15
9,Applicant_9,Dept_8,6,15:15,15:30,15
8,Applicant_8,Dept_1,6,17:00,17:15,15
15,Applicant_15,Dept_3,6,18:00,18:15,15
35,Applicant_35,Dept_7,6,18:00,18:15,15
29,Applicant_29,Dept_2,7,09:00,09:15,15
49,Applicant_49,Dept_3,7,09:00,09:15,15
24,Applicant_24,Dept_3,7,09:15,09:30,15
49,Applicant_49,Dept_8,7,09:15,09:30,15
1,Applicant_1,Dept_5,7,10:00,10:15,15
36,Applicant_36,Dept_1,7,12:00,12:15,15
42,Applicant_42,Dept_4,7,12:00,12:15,15
39,Applicant_39,Dept_6,7,12:00,12:15,15
36,Applicant_36,Dept_7,7,12:15,12:30,15
10,Applicant_10,Dept_5,7,13:00,13:15,15
43,Applicant_43,Dept_4,7,14:00,14:15,15
11,Applicant_11,Dept_6,7,14:00,14:15,15
28,Applicant_28,Dept_7,7,15:00,15:15,15
16,Applicant_16,Dept_6,7,16:00,16:15,15
5,Applicant_5,Dept_5,7,17:00,17:15,15
36,Applicant_36,Dept_6,7,17:00,17:15,15
26,Applicant_26,Dept_1,7,18:00,18:15,15
4,Applicant_4,Dept_7,7,18:00,18:15,15
50,Applicant_50,Dept_1,7,18:15,18:30,15
34,Applicant_34,Dept_1,8,09:00,09:15,15
48,Applicant_48,Dept_1,8,12:00,12:15,15
49,Applicant_49,Dept_7,8,15:00,15:15,15
11,Applicant_11,Dept_3,8,16:00,16:15,15
14,Applicant_14,Dept_4,8,18:00,18:15,15
19,Applicant_19,Dept_5,8,18:00,18:15,15
6,Applicant_6,Dept_3,8,19:00,19:15,15
46,Applicant_46,Dept_8,8,19:00,19:15,15
