Applicant_ID,Name,Department,Date_K,Start_Time,End_Time,Duration_Minutes
44,Applicant_44,Dept_1,1,09:00,09:15,15
20,Applicant_20,Dept_4,1,09:00,09:15,15
78,Applicant_78,Dept_4,1,09:15,09:30,15
1,Applicant_1,Dept_4,1,09:30,09:45,15
60,Applicant_60,Dept_1,1,10:00,10:15,15
32,Applicant_32,Dept_3,1,10:00,10:15,15
74,Applicant_74,Dept_1,1,10:15,10:30,15
24,Applicant_24,Dept_3,1,11:00,11:15,15
71,Applicant_71,Dept_3,1,11:15,11:30,15
55,Applicant_55,Dept_1,1,12:00,12:15,15
88,Applicant_88,Dept_2,1,12:00,12:15,15
39,Applicant_39,Dept_3,1,12:00,12:15,15
93,Applicant_93,Dept_4,1,12:00,12:15,15
2,Applicant_2,Dept_4,1,12:15,12:30,15
21,Applicant_21,Dept_4,1,12:30,12:45,15
5,Applicant_5,Dept_4,1,12:45,13:00,15
3,Applicant_3,Dept_1,1,13:00,13:15,15
71,Applicant_71,Dept_2,1,13:00,13:15,15
17,Applicant_17,Dept_1,1,13:15,13:30,15
92,Applicant_92,Dept_1,1,14:00,14:15,15
36,Applicant_36,Dept_2,1,14:00,14:15,15
60,Applicant_60,Dept_3,1,14:00,14:15,15
13,Applicant_13,Dept_4,1,14:00,14:15,15
18,Applicant_18,Dept_1,1,14:15,14:30,15
93,Applicant_93,Dept_2,1,14:15,14:30,15
15,Applicant_15,Dept_3,1,14:15,14:30,15
90,Applicant_90,Dept_3,1,15:00,15:15,15
22,Applicant_22,Dept_1,1,16:00,16:15,15
7,Applicant_7,Dept_2,1,16:00,16:15,15
26,Applicant_26,Dept_4,1,16:00,16:15,15
91,Applicant_91,Dept_2,1,16:15,16:30,15
45,Applicant_45,Dept_2,1,18:00,18:15,15
58,Applicant_58,Dept_4,1,18:00,18:15,15
16,Applicant_16,Dept_3,2,09:00,09:15,15
85,Applicant_85,Dept_4,2,09:00,09:15,15
49,Applicant_49,Dept_3,2,09:15,09:30,15
82,Applicant_82,Dept_4,2,09:15,09:30,15
7,Applicant_7,Dept_4,2,09:30,09:45,15
59,Applicant_59,Dept_1,2,10:00,10:15,15
85,Applicant_85,Dept_2,2,10:00,10:15,15
76,Applicant_76,Dept_3,2,10:00,10:15,15
42,Applicant_42,Dept_4,2,10:00,10:15,15
92,Applicant_92,Dept_3,2,10:15,10:30,15
19,Applicant_19,Dept_1,2,11:00,11:15,15
53,Applicant_53,Dept_2,2,11:00,11:15,15
67,Applicant_67,Dept_3,2,11:00,11:15,15
68,Applicant_68,Dept_1,2,12:00,12:15,15
4,Applicant_4,Dept_1,2,12:15,12:30,15
56,Applicant_56,Dept_1,2,12:30,12:45,15
87,Applicant_87,Dept_1,2,13:00,13:15,15
62,Applicant_62,Dept_2,2,13:00,13:15,15
66,Applicant_66,Dept_3,2,13:00,13:15,15
73,Applicant_73,Dept_4,2,13:00,13:15,15
9,Applicant_9,Dept_2,2,13:15,13:30,15
45,Applicant_45,Dept_3,2,13:15,13:30,15
61,Applicant_61,Dept_2,2,13:30,13:45,15
19,Applicant_19,Dept_3,2,14:00,14:15,15
64,Applicant_64,Dept_1,2,15:00,15:15,15
9,Applicant_9,Dept_4,2,15:00,15:15,15
91,Applicant_91,Dept_1,2,15:15,15:30,15
30,Applicant_30,Dept_3,2,16:00,16:15,15
1,Applicant_1,Dept_1,2,17:00,17:15,15
48,Applicant_48,Dept_1,2,17:15,17:30,15
41,Applicant_41,Dept_1,2,18:00,18:15,15
46,Applicant_46,Dept_2,2,18:00,18:15,15
51,Applicant_51,Dept_4,2,18:00,18:15,15
10,Applicant_10,Dept_1,2,18:15,18:30,15
12,Applicant_12,Dept_4,2,19:00,19:15,15
80,Applicant_80,Dept_1,3,09:00,09:15,15
38,Applicant_38,Dept_2,3,09:00,09:15,15
79,Applicant_79,Dept_3,3,09:00,09:15,15
89,Applicant_89,Dept_4,3,09:00,09:15,15
69,Applicant_69,Dept_2,3,09:15,09:30,15
17,Applicant_17,Dept_3,3,09:15,09:30,15
27,Applicant_27,Dept_4,3,09:15,09:30,15
26,Applicant_26,Dept_3,3,09:30,09:45,15
98,Applicant_98,Dept_1,3,10:00,10:15,15
27,Applicant_27,Dept_2,3,10:00,10:15,15
14,Applicant_14,Dept_4,3,11:00,11:15,15
23,Applicant_23,Dept_1,3,12:00,12:15,15
88,Applicant_88,Dept_1,3,14:00,14:15,15
53,Applicant_53,Dept_4,3,14:00,14:15,15
32,Applicant_32,Dept_1,3,15:00,15:15,15
24,Applicant_24,Dept_2,3,15:00,15:15,15
23,Applicant_23,Dept_3,3,15:00,15:15,15
49,Applicant_49,Dept_1,3,16:00,16:15,15
18,Applicant_18,Dept_3,3,16:00,16:15,15
95,Applicant_95,Dept_4,3,16:00,16:15,15
25,Applicant_25,Dept_1,3,16:15,16:30,15
52,Applicant_52,Dept_4,3,16:15,16:30,15
40,Applicant_40,Dept_1,3,17:00,17:15,15
64,Applicant_64,Dept_2,3,17:00,17:15,15
